id_hog,id_persona,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores_0_4,n_menores_5_14,n_nna,n_menores_18,n_personas_15_65,n_mayores,n_tiempo,n_trabajadores,n_profesionales,n_tercera_edad,hay_tercera_edad,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_anios,tramo_edad,NSE,nivel_escolaridad,estudia,trabaja,horas_trabajo_contratadas,horas_trabajo_habituales,dias_trabajo_semana,quintil,macrozona,region_ord,glosa_region,prop_ing_hogar,teletrabaja,jornada_laboral,cae,ocup_form,cise,ciuo_agrupada,bs1,bs2,bs3,bs4,bs5,bs6,bs7,bs8,bs9,bs10,bs11,bs12,bs13,bs14,bs15,bs16,bs17,bs18,bs19,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_t_hogar,ing_t_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,I,t_to,t_tcnr_ce,t_tcnr_re,t_tcnr_oac,t_tdnr_psc,t_tdnr_lv,t_tdnr_lrc,t_tdnr_mrm,t_tdnr_admnhog,t_tdnr_comphog,t_tdnr_cmp,t_tvaoh_tv,t_tvaoh_oh,t_cpaf_cp,t_cpag_comer,t_cpag_dormir,t_ed,t_vsyo_csar,t_vsyo_aa,t_mcm_leer,t_mcm_video,t_mcm_audio,t_mcm_computador,t_tt1,t_tt2,t_tcnr_0_4,t_tcnr_5_14,t_tcnr_nna,t_tcnr_15_65,t_tcnr_66,t_tcnr_psdf,t_total,w,savings,alimentos,vestimenta,cuentas,hogar,salud,transporte,comunicaciones,recreacion,educacion,restaurantes,total_expenses
06446-1,06446-1-01,1,0,3,6,1,0,0,0,0,1,1,1,1,1,0,0,1,24,0,0,0,0,0,0,0,24,12-24,1,técnica,1,1,10,2,5,1,centro,9,Maule,0,0,1,Ocupada(o),2,2,6,4,NA,NA,2,1,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2.75,4.12,2.06,5.35,5.65,2.68,4.66,0,0,7.67,4.21,60.53999999999999,0.44,15.36,12.93,2.68,5.24,0.45,13.93,1.93,5.35,0,0,0,0,0,0,167.99999999999997,0,-0,0,0,0,0,0,0,0,0,0,0,0
06447-1,06447-1-01,1,0,1,6,1,0,0,0,0,2,2,1,1,0,2,0,2,62,0,1,1,0,0,0,0,62,45-65,2,primaria,0,1,45,9,5,1,norte,5,Coquimbo,1,0,3,Ocupada(o),1,3,3,5,4,NA,2,NA,2,85,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,125,125,0,0,125,62.5,0,125,125,62.5,0,45,0,0,0,1.77,0.68,0.6,5.35,0.04,0.57,4.26,0,25.71,8.12,8.97,37.16999999999999,0,4.42,0.44,0.02,10.45,0.4,4.25,9.48,0.3,0,0,0,0,0,0,168,2.7777777777777777,24.429304823152663,43.05,2.1,20.18,4.44,6.59,8.19,8.68,3.43,0.37,3.54,100.57069517684734
06448-1,06448-1-01,0,0,4,7,1,0,0,0,0,2,3,2,1,0,1,0,3,42,1,0,0,0,0,0,1,67,66+,2,primaria,0,0,0,0,0,2,sur,12,La Araucanía,0.6428571428571429,0,NA,Inactiva(o),NA,NA,NA,5,4,85,NA,NA,3,85,3,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45,127.5,107.5,35.833333333333336,81.96428571428572,126.96,197.5,50.65476190476191,690000,0,0,0,0.04,22.63,0.74,6.51,0.01,0.03,0.02,2.98,0,0.22,45.57,7.62,45.76,0,6.51,0,4.31,20.03,0.59,4.4,0,0.03,0,0,0,0.04,0,0,168,NA,-2.4742360885076295,34.03,4.12,33.9,7.2,9.81,15.59,13.32,6.33,1.62,3.51,129.43423608850762
06448-1,06448-1-02,1,0,4,7,3,0,0,0,0,2,3,2,1,0,1,0,3,42,0,0,0,0,0,0,0,40,25-44,2,secundaria,0,1,5,5,1,2,sur,12,La Araucanía,0.35714285714285715,0,1,Ocupada(o),2,2,5,4,4,5,2,NA,2,85,2,3,2,85,NA,NA,NA,NA,NA,NA,NA,NA,25,25,0,0,0,0,45.53571428571429,70.54,197.5,38.511904761904766,0,5,0,0,0,10.32,4.26,4.33,0,4.23,1.82,6.74,0,0,12.85,14.5,60.63000000000001,0,5.36,0.2,1.1,14,0.42,14.07,5.38,2.79,0,0,0,0,0,0,167.99999999999997,5,-1.3745756047264608,18.91,2.29,18.83,4,5.45,8.66,7.4,3.52,0.9,1.95,71.91457560472647
06449-1,06449-1-01,0,0,3,6,1,0,0,0,0,0,2,1,0,0,2,0,2,76.5,0,1,1,0,1,1,0,76,66+,1,ninguna,0,0,0,0,0,3,centro,6,Valparaíso,0.5111111111111111,0,NA,Inactiva(o),NA,NA,NA,3,3,NA,NA,NA,1,1,1,1,3,3,4,4,4,4,4,NA,NA,NA,0,0,57.5,225,112.5,56.25,114.99999999999999,172.5,337.5,113.75,1130000,0,37.36,0,1.9,9.51,7.58,0,0,0,3.79,4.51,2.88,0,3.45,9.38,55.17000000000001,0,1.44,0,0.18,19.48,7.58,0,0,3.79,0,0,0,0,39.26,39.26,168,NA,49.21958542973681,41.33,2.77,21.68,10.29,18.14,10,10.22,5.24,0.31,3.29,123.28041457026319
06450-1,06450-1-01,1,1,1,6,1,0,1,1,1,3,3,3,2,3,0,0,4,34.5,1,1,1,0,0,0,0,42,25-44,2,universitaria,0,1,45,9,5,2,centro,10,Ñuble,0.5909090909090909,0,3,Ocupada(o),1,3,3,5,4,5,2,NA,2,2,2,1,2,3,NA,NA,NA,NA,NA,1,1,1,162.5,162.5,0,0,275,68.75,0,162.5,275,68.75,0,45,8.1,0,-0,5.38,2.33,1.02,0,5.72,0.51,0.08,0.51,0,7.5,8.68,45.43999999999999,0,14.7,0,0,10.48,0,5.38,5.81,1.36,0,8.1,8.1,0.85,0,0,168,3.611111111111111,-25.561511167290494,45.83,4.84,36.89,12.32,10.98,25.45,24.04,10.25,5.74,11.71,188.0615111672905
06450-1,06450-1-02,1,1,1,6,2,0,1,1,1,3,3,3,2,3,0,0,4,34.5,1,1,1,0,0,0,1,34,25-44,2,técnica,0,1,45,9,5,2,centro,10,Ñuble,0.4090909090909091,0,3,Ocupada(o),1,3,3,4,4,4,1,NA,2,1,1,1,1,2,NA,NA,NA,NA,NA,3,3,1,112.5,112.5,0,0,0,0,0,112.5,275,68.75,0,45,13.7,6.26,0.43,8.96,0.32,0.25,0,6.37,0.37,0.18,0,0,3.52,10.01,42.05000000000001,0,5.68,0.33,0,8,0,8.96,4.05,3.56,0,20.16,20.16,0.23,0,0.23,168,2.5,-17.696430808124187,31.73,3.35,25.54,8.53,7.6,17.62,16.64,7.1,3.98,8.11,130.19643080812418
06450-1,06450-1-03,0,0,1,6,6,0,1,1,1,3,3,3,2,3,0,0,4,34.5,0,0,0,0,0,0,1,55,45-65,2,técnica,0,0,0,0,0,2,centro,10,Ñuble,0,0,NA,Desocupada(o),NA,NA,NA,3,4,3,NA,NA,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,275,68.75,0,0,6.56,0,0,15.95,4.2,2.1,0,0,0.41,0.43,0,0,12.92,10.92,59.18999999999999,0,42.72,0.13,0.09,1.84,0,7.42,2.69,0.43,0,6.56,6.56,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
06451-1,06451-1-01,1,0,1,7,1,0,0,0,0,2,2,1,2,1,0,0,2,31.5,0,0,0,0,0,0,0,33,25-44,2,técnica,0,1,45,9,5,3,centro,6,Valparaíso,0.5,0,3,Ocupada(o),1,3,3,5,5,NA,2,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,175,175,0,0,350,175,0,175,350,175,0,45,0,0,0,0,10.41,1.98,0.03,0,0,1.25,0,3.01,4.85,4.57,74.2,0,5.12,0,0,12.97,0.03,1.03,3.55,0,0,0,0,0,0,0,168,3.888888888888889,7.692054648756597,32.22,6.18,33.87,9.96,10.37,26.41,17.38,14.63,4.65,11.63,167.3079453512434
06452-1,06452-1-01,0,0,5,7,1,0,0,0,0,0,1,1,0,0,1,0,1,71,0,0,0,0,0,0,1,71,66+,2,primaria,0,0,0,0,0,1,sur,15,Aysén del General Carlos Ibañez del Campo,1,0,NA,Inactiva(o),NA,NA,NA,4,NA,NA,NA,NA,3,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,51.75,103.5,51.75,51.75,103.5,155.25,155.25,155.25,621000,0,0,0,0,18.32,7.46,0.09,0,0,0,20.51,0,10.21,23.93,18.46,14.42999999999999,0,23.58,0,0.09,22.38,0.19,5.32,3.03,0,0,0,0,0,0,0,168.00000000000003,NA,72.12056789132481,23.12,2.03,26.76,5.84,8.02,5.74,7.46,2.64,0.14,1.36,83.12943210867519
06454-1,06454-1-01,0,0,3,7,1,0,0,0,0,0,1,1,0,0,1,0,1,90,0,0,0,1,0,1,1,90,66+,2,secundaria,0,0,0,0,0,3,metropolitana,7,Región Metropolitana de Santiago,1,0,NA,Inactiva(o),NA,NA,NA,5,NA,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,125,250,125,125,250,375,375,375,1500000,0,0,0,0,10.53,2.42,0.36,0,0,0.54,1.27,0,8.06,4.71,8.53,63.06999999999999,0,57.3,1.07,0,2.15,0,7.63,0,0.36,0,0,0,0,0,0,167.99999999999997,NA,126.1047585183472,82.23,4.21,48,20.33,42.51,16.13,16.99,10.54,0.27,7.68,248.89524148165282
06455-1,06455-1-03,0,0,1,6,3,0,2,2,3,3,2,4,2,2,0,0,5,20.8,0,0,0,0,0,0,0,15,12-24,2,primaria,1,0,0,0,0,2,sur,16,Magallanes y la Antártica Chilena,0,0,NA,Inactiva(o),NA,NA,NA,2,4,85,NA,2,3,85,2,3,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,250,50,0,0,0,0,0,0.27,0.61,0,2.69,0.04,0.49,0.1,0,0,1.32,7.6,55.36,28.6,7.02,9.99,0.04,3.41,1.89,42.65,4.93,0.99,0,0,0,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
06455-1,06455-1-04,0,0,1,6,4,0,2,2,3,3,2,4,2,2,0,0,5,20.8,0,0,0,0,0,0,0,12,12-24,2,ninguna,1,0,0,0,0,2,sur,16,Magallanes y la Antártica Chilena,0,0,NA,Menor de 15 años,NA,NA,NA,4,4,85,NA,2,1,85,2,1,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,250,50,0,0,0,0,0,0.02,0.1,3.07,0,0,0,0,0,0,4.5,9.19,52.47999999999999,51.41,5.73,1.91,12.27,4.21,3.44,14.56,5.11,0,0,0,0,0,0,0,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
06456-1,06456-1-02,0,0,5,6,2,0,0,0,0,1,3,3,1,0,2,0,3,53.666666666666664,0,1,1,0,0,0,1,69,66+,2,ninguna,0,0,0,0,0,4,sur,14,Los Lagos,0.25287356321839083,0,NA,Inactiva(o),NA,NA,NA,4,2,85,NA,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,55,0,0,0,72.0689655172414,127.07,502.5,96.52298850574712,220000,0,0,0,0,20.57,3.44,1.27,0,0,1.15,3.38,0,0,18.9,15.05,65.96,0,17.78,0,0,15.92,4.39,0,0,0.19,0,0,0,0,0,0,168,NA,26.322919501220028,22.73,2.88,23.37,7.74,11.62,12.78,9.29,6.12,1.01,3.2,100.74708049877997
06457-1,06457-1-02,1,1,4,7,2,0,0,0,0,4,4,1,4,1,0,0,4,38.5,1,1,1,0,0,0,1,50,45-65,2,secundaria,0,1,40,8,5,5,centro,11,Biobío,0.16326530612244897,0,2,Ocupada(o),1,3,3,4,4,4,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,200,200,0,0,0,0,0,200,1225,306.25,0,40,0,0,0,4.46,0.73,0.11,0,3.7,0,1.59,0.04,14.74,6.36,12.77,45.65,0,19.57,5.66,0.53,4.09,0.01,4.22,3.71,0.06,0,0,0,0,0,0,168.00000000000003,5,56.40539621160279,28.08,3.98,17.65,9.92,12.45,26.35,12.21,13.97,7.06,11.94,143.5946037883972
06460-1,06460-1-02,0,0,2,6,3,0,0,0,0,5,5,5,1,2,0,0,5,27.6,0,0,0,0,0,0,0,26,25-44,2,técnica,1,0,24,8,3,1,centro,9,Maule,0,1,1,Ocupada(o),2,2,1,4,3,3,1,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,152.5,23,0,24,0,0.01,0,2.77,0.49,0.29,0.02,0.01,0.29,0.84,0,0,3.22,5.37,56.59999999999999,36.52,10.42,7.86,1.49,7.21,0.05,7.11,3.14,0.29,0,0,0,0.01,0,0,168,0,-0,0,0,0,0,0,0,0,0,0,0,0
06460-1,06460-1-04,0,0,2,6,11,0,0,0,0,5,5,5,1,2,0,0,5,27.6,0,0,0,0,0,0,1,20,12-24,2,secundaria,1,0,0,0,0,1,centro,9,Maule,0,0,NA,Inactiva(o),NA,NA,NA,4,3,3,NA,1,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,152.5,23,0,0,0,4,0,0.73,0.24,0.16,0,0.33,0,2.58,0,0.16,7.35,6.84,32.69000000000001,68.78,15.41,1.44,0,4.96,3.62,10.71,8,0,0,0,0,4,0,0,167.99999999999997,NA,-0,0,0,0,0,0,0,0,0,0,0,0
06461-1,06461-1-02,1,1,4,6,2,0,3,3,3,2,2,2,2,2,0,0,5,21.8,1,1,1,0,0,0,0,43,25-44,2,universitaria,0,1,30,6,5,5,centro,11,Biobío,0.5714285714285714,1,1,Ocupada(o),NA,1,1,4,2,3,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,NA,2,3,2,500,500,0,0,0,0,50,550,962.5,185,0,30,6.66,10.43,0.55,13.97,0.16,0.01,0,5.09,2.44,4.83,0,0,7.33,8.34,41.43000000000001,0,18.28,0,0.55,6.13,0,3.78,0,8.02,0,20.71,20.71,0,0,0,168,16.666666666666668,63.046792726655,59.2,14.83,61.99,47.06,30.54,75.86,43.07,46.04,66.72,41.63,486.953207273345
06463-1,06463-1-01,0,0,1,6,1,0,0,0,0,1,1,1,0,1,0,0,1,49,0,0,0,0,0,0,0,49,45-65,3,técnica,0,0,0,0,0,1,sur,14,Los Lagos,0,0,NA,Desocupada(o),NA,NA,NA,2,NA,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.36,6.91,1.22,0,15.55,0,0.58,0,0,7.54,10.42,64.18,0,5.57,0.45,0.81,1.6,1.59,36.43,0,1.79,0,0,0,0,0,0,167.99999999999997,NA,-0,0,0,0,0,0,0,0,0,0,0,0
06464-1,06464-1-02,0,0,4,6,5,0,0,0,0,1,2,2,0,0,1,0,2,71,0,0,0,0,0,0,1,86,66+,2,ninguna,0,0,0,0,0,3,centro,8,Libertador General Bernardo O´Higgins,1,0,NA,Inactiva(o),NA,NA,NA,4,4,NA,NA,NA,85,2,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,102.5,0,0,0,250,352.5,352.5,176.25,410000,0,0,0,0,2,6.67,1.15,0,0,0,4.92,0,0,9.75,10.22,72.08,0,7.74,17.78,4.44,30.1,1.15,0,0,0,0,0,0,0,0,0,168.00000000000003,NA,95.48508118850906,84.82,6.07,43.45,19.5,35.45,24.55,22.12,12.39,1.14,7.52,257.01491881149093
06465-1,06465-1-01,1,0,4,6,1,0,0,0,0,2,2,2,2,2,0,0,2,38,1,0,0,0,0,0,1,50,45-65,3,técnica,0,1,48,8,6,4,sur,15,Aysén del General Carlos Ibañez del Campo,0.5,0,4,Ocupada(o),1,1,3,5,4,NA,2,NA,2,85,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,250,250,0,100,600,300,50,300,600,275,400000,48,0,0,0,2,0.47,0.97,0.94,0,0.05,4.56,0,0,12.6,5.38,48.87999999999999,0,16.69,0,0.1,7.27,0.86,18.15,0.92,0.16,0,0,0,0,0,0,168,5.208333333333333,49.80359545360035,25.72,6.14,64.23,20.47,16.7,40.21,28.91,22.22,7.77,17.83,250.19640454639966
06465-1,06465-1-02,1,0,4,6,3,0,0,0,0,2,2,2,2,2,0,0,2,38,0,0,0,0,0,0,1,26,25-44,3,universitaria,0,1,40,8,5,4,sur,15,Aysén del General Carlos Ibañez del Campo,0.5,1,2,Ocupada(o),1,3,1,5,5,NA,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,250,250,0,0,0,0,50,300,600,275,0,40,0,0,0,1.86,1.25,0.38,0,0.46,0,0.75,0,0,11.05,5.72,44.529999999999994,0,12.49,0.61,3.72,14.56,2.2,28.42,0,0,0,0,0,0,0,0,168.00000000000003,6.25,49.80359545360035,25.72,6.14,64.23,20.47,16.7,40.21,28.91,22.22,7.77,17.83,250.19640454639966
06467-1,06467-1-01,1,1,3,7,1,0,2,2,2,2,2,1,2,0,0,0,4,22,1,1,1,0,0,0,1,32,25-44,1,secundaria,0,1,45,9,5,1,centro,10,Ñuble,1,0,3,Ocupada(o),1,4,2,3,3,3,1,NA,1,1,1,1,2,2,NA,NA,NA,NA,NA,1,3,2,72.5,72.5,0,0,72.5,18.125,0,72.5,72.5,18.125,0,45,2.02,0.02,0.03,24.13,4.88,15.67,0,2.61,0.51,0.34,0,0.05,5.78,9.48,34.91,0,0.02,0,0.01,6.68,0.02,9.65,6.07,0.12,0,2.07,2.07,0,0,0,168.00000000000003,1.6111111111111112,-106.52715059348292,61.08,8.32,38.82,7.98,7.82,20.5,16.82,8.14,3.66,5.9,179.02715059348293
06469-1,06469-1-01,0,0,1,6,1,0,0,0,0,1,2,1,0,0,2,0,2,79,0,0,0,0,0,0,1,63,45-65,2,secundaria,0,0,0,0,0,1,norte,4,Atacama,0,0,NA,Inactiva(o),NA,NA,NA,4,4,NA,NA,NA,2,2,2,1,2,2,1,1,1,1,1,NA,NA,NA,0,0,0,100,50,25,0,0,150,25,400000,0,0,0,0,15.26,12.04,0,0,0,3.84,4.28,0,0,21.73,20.49,57.81999999999999,0,10.81,0,0,3.12,2.6,0,4.48,11.53,0,0,0,0,0,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
06470-1,06470-1-01,1,0,1,6,1,0,0,0,0,2,2,2,2,2,0,0,2,26.5,0,1,1,0,0,0,0,27,25-44,3,universitaria,1,1,20,5,4,4,centro,11,Biobío,0.6382978723404256,1,1,Ocupada(o),NA,2,1,4,5,NA,3,3,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,250,375,0,0,587.5,293.75,0,375,587.5,293.75,0,20,0,0,0.08,1.45,2.08,0.19,0,0.81,0,0.85,0,0,2.45,12.62,61.54999999999999,22.55,22.84,0.16,0.97,5.39,1.44,11.43,1.14,0,0,0,0,0.08,0,0,167.99999999999997,18.75,39.39733055331499,35.96,9.52,64.56,23.77,19.51,55.32,35.6,34.08,20.08,37.19,335.602669446685
06471-1,06471-1-01,0,0,1,6,1,0,0,0,0,1,1,1,0,0,1,0,1,63,0,0,0,0,0,0,0,63,45-65,1,primaria,0,0,0,0,0,1,norte,4,Atacama,1,0,NA,Inactiva(o),NA,NA,NA,3,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,42.5,85,42.5,42.5,85,127.5,127.5,127.5,510000,0,0,0,0,3.47,11.34,5.72,0,0,3.77,5.96,0,0,2.36,5.55,47.15999999999999,0,16.98,0,0,45.48,14.84,3.22,0,2.15,0,0,0,0,0,0,168,NA,37.426677778034346,33.1,2.1,21.31,4.81,6.8,6.94,7.91,3.45,0.34,3.31,90.07332222196565
06472-1,06472-1-01,1,0,2,6,1,0,0,0,0,2,2,2,2,2,0,0,2,32.5,0,1,1,0,0,0,1,33,25-44,3,universitaria,0,1,40,6,5,5,metropolitana,7,Región Metropolitana de Santiago,0.2857142857142857,0,2,Ocupada(o),NA,2,1,4,4,NA,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,200,200,0,0,700,350,0,200,700,350,0,40,0,0,0,10.14,5.65,0.31,0,0,1.76,3.74,0,0.08,6.56,6.4,53.27000000000001,0,4.63,0.85,1.54,5.65,0,22.81,4.51,0.1,0,0,0,0,0,0,168,5,-1.9575996070341892,17.51,4.19,33.64,16.29,13.83,27.22,15.31,24.62,15.92,33.42,201.95759960703418
06477-1,06477-1-01,0,0,3,7,1,0,0,0,0,1,3,3,1,0,2,0,3,69.33333333333333,1,1,1,0,0,0,0,78,66+,2,primaria,0,0,0,0,0,4,centro,9,Maule,0.22075055187637968,0,NA,Inactiva(o),NA,NA,NA,3,4,4,NA,NA,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50,203,226.5,75.5,44.81236203090508,94.81,429.5,90.43745401030169,1012000,0,0,0,0,3.29,7.21,0,8.75,0,0,14.44,0,0,3.89,13.29,59.209999999999994,0,2.84,0,0,45.2,9.88,0,0,0,0,0,0,0,0,0,168,NA,16.587915066676764,25.28,1.81,11.85,5.91,11.64,8.42,6.35,3.97,0.36,2.64,78.22208493332323
06482-1,06482-1-01,0,0,2,7,1,0,2,2,3,3,2,1,1,1,0,0,5,26.6,1,1,1,0,0,0,1,49,45-65,1,universitaria,0,0,0,0,0,3,norte,1,Arica y Parinacota,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,300,60,0,0,300,60,0,0,0.02,0,0,22.71,20.09,11.76,0,0.34,0.85,7.81,0,0,7.31,8.1,41.24000000000001,0,1.79,1.59,5.55,20.76,12.37,5.31,0,0.4,0,0.02,0.02,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
06485-1,06485-1-02,0,0,5,6,3,0,0,0,0,1,2,2,0,1,1,0,2,65,0,1,0,0,0,0,1,55,45-65,1,técnica,0,0,0,0,0,2,centro,11,Biobío,0,0,NA,Inactiva(o),NA,NA,NA,5,5,NA,NA,NA,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,277.5,46.25,0,0,0,0,1.44,5.08,7.91,10.94,0,1.16,0.06,1.62,4.26,0,10.32,11.33,59.85,0,14.24,0,5.21,16.53,0,8.69,0,9.36,0,0,0,0,1.44,0,167.99999999999997,NA,0,0,0,0,0,0,0,0,0,0,0,0
06486-1,06486-1-01,1,0,5,7,1,0,0,0,0,2,2,1,1,1,0,0,2,53,0,1,1,0,0,0,0,54,45-65,3,técnica,0,1,49,7,7,5,sur,13,Los Ríos,1,1,4,Ocupada(o),1,1,4,5,5,NA,2,NA,85,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,750,750,0,0,750,375,0,750,750,375,0,49,0,0,0,1.92,0.66,0.19,0.21,0.46,1.15,0.4,0,0,11.41,11.59,62.29,0,5.15,1.03,4.21,14.22,0.66,2.11,0.52,0.82,0,0,0,0,0,0,168,15.306122448979592,122.19913120309337,82.57,16.18,119.28,61.52,76.67,101.39,55.44,63.25,18.72,32.79,627.8008687969066
06487-1,06487-1-01,0,0,2,7,1,0,0,0,0,3,5,1,2,0,2,0,5,50.2,1,1,1,0,0,0,0,69,66+,1,primaria,0,0,0,0,0,5,norte,4,Atacama,0.09287257019438447,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,3,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,53.75,207.5,578.75,115.75,19.271058315334777,73.02,786.25,119.60421166306695,1045000,0,15.03,0,0,1.27,7.86,0,13.49,0,9.7,15.1,0,0,13.38,18.7,52.88,0,5.56,0,0,7.87,0.34,2.51,0,4.31,0,0,0,0,15.03,15.03,168,NA,11.064936011918729,20.46,1.24,6.59,3.68,5.92,8.61,4.65,4.16,2.13,4.52,61.955063988081264
06488-1,06488-1-02,0,0,4,6,2,0,0,0,0,2,2,2,1,0,2,0,2,61.5,0,1,1,0,0,0,1,63,45-65,2,primaria,0,0,0,0,0,4,norte,3,Antofagasta,0,0,NA,Inactiva(o),NA,NA,NA,4,4,NA,NA,NA,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,450,225,0,0,0,0,0,6.47,10.67,2.62,15.75,0.18,4.35,1.43,0,0,24.11,6.55,59.48000000000001,0,34.76,0,1.63,0,0,0,0,0,0,0,0,0,0,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
06490-1,06490-1-02,0,0,3,6,3,0,4,4,4,4,2,6,0,1,0,0,8,16.625,0,0,0,0,0,0,0,19,12-24,1,técnica,0,0,0,0,0,1,norte,1,Arica y Parinacota,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,3,85,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.01,7.67,0,3.31,0.64,1.58,0,0,0,4.88,0,0,6.39,7.6,68.36000000000001,6.54,15.78,11.83,15.6,4.01,7.78,6.02,0,0,0,7.68,7.68,0,0,0,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
06490-1,06490-1-03,0,0,3,6,3,0,4,4,4,4,2,6,0,1,0,0,8,16.625,0,0,0,0,0,0,1,16,12-24,1,primaria,1,0,0,0,0,1,norte,1,Arica y Parinacota,0,0,NA,Inactiva(o),NA,NA,NA,4,4,85,NA,2,3,85,1,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.53,0,2.68,2.42,0.84,0,0,0.4,0.09,0,0,7.17,2.96,52.88,52.04,17.09,7.2,2.18,9,1.1,5.17,3.63,0.07,0,1.08,1.08,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
06490-1,06490-1-04,0,0,3,6,3,0,4,4,4,4,2,6,0,1,0,0,8,16.625,0,0,0,0,0,0,1,15,12-24,1,primaria,1,0,0,0,0,1,norte,1,Arica y Parinacota,0,0,NA,Inactiva(o),NA,NA,NA,3,4,4,NA,1,3,85,1,1,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,1.29,1.61,0.13,0,0,0.38,1.57,0,0,6.7,5.71,59.59,41.67,23.5,1.48,2.43,5.07,2.19,3.11,10.95,0.06,0,0.56,0.56,0,0,0,168.00000000000003,NA,-0,0,0,0,0,0,0,0,0,0,0,0
06491-1,06491-1-01,1,0,4,7,1,0,1,1,1,2,2,3,2,0,0,0,3,28.333333333333332,0,0,0,0,0,0,0,37,25-44,2,secundaria,0,1,40,8,5,3,sur,15,Aysén del General Carlos Ibañez del Campo,0.6865671641791045,0,2,Ocupada(o),1,3,5,4,4,4,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,1,1,200,230,0,30,365,121.66666666666667,20.59701492537313,250.6,365,118.53233830845771,120000,40,0.96,2.3,0.06,4.24,4.28,0.43,2.55,0,0.38,1.32,0,0.64,3.75,6.49,48.29999999999999,0,5.04,0.03,0.11,24.84,0.43,18.1,2.84,0.91,0,3.54,3.54,0.7,0,0,168,5.75,21.882194116926545,45.27,9.75,56.85,13.14,13.32,36.15,22.99,17.25,5.61,8.39,228.71780588307345
