id_hog,id_persona,es_trabajador,es_familia,dia_semana,dia_fin_semana,parentesco,n_menores_0_4,n_menores_5_14,n_nna,n_menores_18,n_personas_15_65,n_mayores,n_tiempo,n_trabajadores,n_profesionales,n_tercera_edad,hay_tercera_edad,n_personas,edad_promedio,tiene_hijos,en_pareja,vive_pareja,servicio_domestico,ayuda_cercanos,fuentes_externas,sexo,edad_anios,tramo_edad,NSE,nivel_escolaridad,estudia,trabaja,horas_trabajo_contratadas,horas_trabajo_habituales,dias_trabajo_semana,quintil,macrozona,region_ord,glosa_region,prop_ing_hogar,teletrabaja,jornada_laboral,cae,ocup_form,cise,ciuo_agrupada,bs1,bs2,bs3,bs4,bs5,bs6,bs7,bs8,bs9,bs10,bs11,bs12,bs13,bs14,bs15,bs16,bs17,bs18,bs19,ing_ocuppal,ing_trab,ing_jub_aps,ing_g,ing_t_hogar,ing_t_pc,ing_gpp,ing_personal,ingreso_hogar,income_person_week,I,t_to,t_tcnr_ce,t_tcnr_re,t_tcnr_oac,t_tdnr_psc,t_tdnr_lv,t_tdnr_lrc,t_tdnr_mrm,t_tdnr_admnhog,t_tdnr_comphog,t_tdnr_cmp,t_tvaoh_tv,t_tvaoh_oh,t_cpaf_cp,t_cpag_comer,t_cpag_dormir,t_ed,t_vsyo_csar,t_vsyo_aa,t_mcm_leer,t_mcm_video,t_mcm_audio,t_mcm_computador,t_tt1,t_tt2,t_tcnr_0_4,t_tcnr_5_14,t_tcnr_nna,t_tcnr_15_65,t_tcnr_66,t_tcnr_psdf,t_total,w,savings,alimentos,vestimenta,cuentas,hogar,salud,transporte,comunicaciones,recreacion,educacion,restaurantes,total_expenses
05179-1,05179-1-01,0,0,2,7,1,0,0,0,0,2,4,1,0,1,2,0,4,52,1,0,0,0,0,0,1,68,66+,2,secundaria,0,0,0,0,0,4,norte,1,Arica y Parinacota,0.32038834951456313,0,NA,Inactiva(o),NA,NA,NA,3,3,3,NA,NA,2,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,82.5,265,257.5,64.375,84.90291262135922,167.4,522.5,85.60072815533981,1390000,0,0,0,0.01,13.65,10.21,2.81,0,2.9,0.05,5.58,0,0.04,7.82,15.13,63.14999999999999,0,4.76,0,0.03,26.58,13.02,2.18,0,0.08,0,0,0,0.01,0,0,168,NA,25.9100073240513,44.34,2.65,21.88,9.36,14.16,15.54,12.97,7.52,3.97,9.11,141.4899926759487
05180-1,05180-1-03,0,0,4,7,6,0,0,0,0,3,5,5,0,2,2,0,5,48.6,0,0,0,0,0,0,1,78,66+,1,ninguna,0,0,0,0,0,3,norte,5,Coquimbo,0.5,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,2,85,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,50,0,0,0,137.5,187.5,375,47.5,200000,0,0,0,0,20.7,5.56,6.77,0,0,1.09,0.09,0,0,16.81,11.6,69.03999999999999,0,3.56,4.74,2,25.86,0,0,0,0.18,0,0,0,0,0,0,168,NA,0.21581980184839367,60.31,2.44,28.92,12.48,13.11,17.75,21.36,7.62,9.29,14,187.2841801981516
05180-1,05180-1-04,0,0,4,7,3,0,0,0,0,3,5,5,0,2,2,1,5,48.6,0,0,0,0,0,0,0,24,12-24,1,técnica,0,0,0,0,0,3,norte,5,Coquimbo,0,0,NA,Inactiva(o),NA,NA,NA,3,4,3,NA,NA,3,85,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,375,20,0,0,1.48,0,0.18,4.85,2.16,1.12,4.8,0,0.26,0.42,0,0,13.68,8.81,79.76,0,5.43,6.93,1.99,4.11,18.66,4.97,8.23,0.16,0,0,0,0,1.66,1.66,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
05180-1,05180-1-05,0,0,4,7,3,0,0,0,0,3,5,5,0,2,2,1,5,48.6,0,0,0,0,0,0,1,22,12-24,1,secundaria,1,0,0,0,0,3,norte,5,Coquimbo,0,0,NA,Inactiva(o),NA,NA,NA,5,2,3,NA,1,3,3,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,375,20,0,0,0,0,0,1.02,1.33,0.05,1.06,0,3.28,0.78,0,0,11.59,7.14,56.86999999999999,41.16,11.25,3.46,0.19,6.77,5.97,8.57,3.84,3.67,0,0,0,0,0,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
05181-1,05181-1-01,1,1,5,7,1,0,0,0,1,6,5,1,5,1,0,0,6,34.166666666666664,1,1,1,0,0,0,1,52,45-65,2,secundaria,0,1,40,8,5,4,centro,8,Libertador General Bernardo O´Higgins,0.11428571428571428,0,2,Ocupada(o),2,3,3,4,4,4,2,NA,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,50,50,0,0,437.5,72.91666666666667,0,50,437.5,72.91666666666667,0,40,0,0,0.1,11.65,14.74,11.05,0,0.96,1.68,3.83,0,0,4.74,8.32,49.31,0,3.45,0.05,0.84,8.44,0,0.32,2.94,5.58,0,0,0,0.1,0,0,168,1.25,-2.649910646304976,17.24,1.31,7.16,2.74,3.75,7.71,5.04,2.83,1.81,3.06,52.649910646304974
05182-1,05182-1-03,0,0,5,6,3,0,0,0,0,2,3,1,2,0,1,0,3,42.666666666666664,0,0,0,0,0,0,1,18,12-24,2,secundaria,0,0,0,0,0,3,sur,15,Aysén del General Carlos Ibañez del Campo,0,0,NA,Desocupada(o),NA,NA,NA,5,5,5,NA,NA,3,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,311.75,85.75,0,0,0.04,0,0,3.83,0.22,1.35,0,0,0,0.91,0,0,3.09,12.14,83.49999999999999,0,23.94,0.09,3.52,26.31,0.09,8.91,0.06,0,0,0.04,0.04,0,0,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
05184-1,05184-1-01,0,0,3,7,1,0,2,2,2,1,1,2,0,1,0,0,3,16.333333333333332,1,0,0,0,0,0,1,31,25-44,3,técnica,0,0,0,0,0,1,norte,5,Coquimbo,0,0,NA,Inactiva(o),NA,NA,NA,3,4,3,NA,NA,2,2,1,1,3,2,NA,NA,NA,NA,NA,3,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,5.35,7.24,0.12,17.02,8.37,3.15,0.52,3.66,6.16,0.4,0,0.09,4.09,11.55,72.13,0,2.29,1.08,0.05,2.33,0.09,18.18,0.02,4.11,0,15.79,15.79,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05184-1,05184-1-02,0,0,3,7,3,0,2,2,2,1,1,2,0,1,0,0,3,16.333333333333332,0,0,0,0,0,0,0,13,12-24,3,primaria,1,0,0,0,0,1,norte,5,Coquimbo,0,0,NA,Menor de 15 años,NA,NA,NA,5,5,5,NA,3,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.97,0,0,0,0,0,0,0,4.27,7.77,72.41,53.16,19.32,1.12,3.43,2.24,0,1.68,1.44,0,0,0,0,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05185-1,05185-1-03,0,0,2,7,3,0,0,0,1,2,2,2,1,1,1,0,3,44.333333333333336,0,0,0,0,0,0,1,16,12-24,2,primaria,1,0,0,0,0,2,sur,13,Los Ríos,0,0,NA,Inactiva(o),NA,NA,NA,4,5,5,NA,1,2,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,270,50,0,0,0,0,0,3.05,0.1,4.9,0,0.16,0,0.13,0,10.33,4.2,5.78,51.72999999999999,31.83,16.56,9.98,1.91,1.74,0.51,23.48,1.61,0,0,0,0,0,0,0,167.99999999999997,NA,0,0,0,0,0,0,0,0,0,0,0,0
05186-1,05186-1-01,1,0,5,7,1,0,0,0,0,4,4,4,3,3,0,0,4,31,0,0,0,0,0,0,0,34,25-44,2,universitaria,0,1,45,9,5,4,metropolitana,7,Región Metropolitana de Santiago,0.49222797927461137,0,3,Ocupada(o),1,3,5,4,3,4,2,NA,3,2,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,237.5,237.5,0,0,482.5,120.625,0,237.5,482.5,120.625,0,45,0.05,0,0.03,10.94,1.61,1.11,0.59,0,1.15,1.8,0.09,0.07,4.69,6.57,38.60000000000001,0,10.51,13.88,0.06,7.84,0,16.81,5.92,0.68,0,0.05,0.05,0.03,0,0,168,5.277777777777778,-18.21059559986258,44.68,5.15,48.11,15.42,15.22,35.81,24.88,20.29,12.43,33.72,255.7105955998626
05187-1,05187-1-01,0,0,3,7,1,0,0,0,0,5,5,1,3,5,2,0,5,43.6,1,0,0,0,0,0,1,64,45-65,2,técnica,0,0,0,0,0,4,norte,4,Atacama,0.0833826138379657,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,2,85,2,3,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,35.25,70.5,422.75,84.55,5.878474275576582,41.13,493.25,85.72569485511532,423000,0,0,0,0.06,17.61,12.86,6.75,0,0.33,0,20.69,0,0,1.79,14.85,54.26999999999999,0,15.17,0.09,0,18.08,0.86,4.09,0.14,0.36,0,0,0,0,0.06,0,168,NA,0.9207053428960087,10.63,0.64,6.12,2.46,2.4,5.47,4.5,2.31,1.16,4.5,40.209294657103996
05188-1,05188-1-01,0,0,3,7,1,0,0,0,0,1,2,1,1,0,2,0,2,64.5,0,1,1,0,0,0,1,63,45-65,1,ninguna,0,0,0,0,0,1,centro,11,Biobío,0,0,NA,Inactiva(o),NA,NA,NA,4,4,NA,NA,NA,3,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,50,0,0,100,50,0,0,0.15,0,0,16.82,19.5,12.96,0,0,0,6.63,0,5.36,10.13,4.64,44.17000000000001,0,13.24,0,0,34.25,0,0.15,0,0,0,0,0,0.15,0,0.15,167.99999999999997,NA,0,0,0,0,0,0,0,0,0,0,0,0
05193-1,05193-1-01,0,0,5,7,1,0,0,0,0,1,3,3,1,0,2,0,3,64.33333333333333,1,1,1,0,0,0,1,70,66+,2,primaria,0,0,0,0,0,4,metropolitana,7,Región Metropolitana de Santiago,0.2306034482758621,0,NA,Inactiva(o),NA,NA,NA,5,5,85,NA,NA,1,1,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,53.5,214,232,77.33333333333333,49.349137931034484,102.85,446,93.7830459770115,1070000,0,0,0,0.06,12.85,37.31,5.54,0,0,0,3.01,0,0,5.56,17.52,45.029999999999994,0,30.2,0.07,6.91,3.6,0,0.11,0.23,0,0,0,0,0,0.06,0.06,168.00000000000003,NA,12.03619757784714,28.6,1.93,16.37,6.32,12.61,8.52,6.5,5,0.53,4.42,90.81380242215286
05193-1,05193-1-02,0,0,5,7,2,0,0,0,0,1,3,3,1,0,2,0,3,64.33333333333333,1,1,1,0,0,0,0,71,66+,2,primaria,0,0,0,0,0,4,metropolitana,7,Región Metropolitana de Santiago,0.2306034482758621,0,NA,Inactiva(o),NA,NA,NA,5,5,85,NA,NA,3,85,3,3,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,53.5,0,0,0,49.349137931034484,102.85,446,93.7830459770115,214000,0,0,0,0.9,0.15,16.96,0.03,0,0,0.9,1.22,0,0,27.07,10.03,69.94000000000001,0,1.73,0,0,29.14,9.31,0,0.32,0.3,0,0,0,0.9,0,0,168,NA,12.03619757784714,28.6,1.93,16.37,6.32,12.61,8.52,6.5,5,0.53,4.42,90.81380242215286
05194-1,05194-1-01,0,0,3,7,1,0,0,0,0,2,4,1,0,2,2,1,4,45.75,0,0,0,1,0,1,1,23,12-24,2,técnica,1,0,0,0,0,2,centro,9,Maule,0,0,NA,Inactiva(o),NA,NA,NA,4,4,85,NA,1,1,85,1,1,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,175,87.5,21.875,0,0,262.5,21.875,700000,0,0,0,0,1.84,2.19,1.13,0,0.01,1.1,2.69,0,0,9.37,12.91,47.12,12.6,34.98,0.56,0.28,16.27,0,23.85,0,1.1,0,0,0,0,0,0,167.99999999999997,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05197-1,05197-1-02,1,1,4,7,2,1,1,2,2,2,2,1,2,2,0,0,4,18.25,1,1,1,0,0,0,1,32,25-44,3,universitaria,0,1,10,2,5,4,norte,5,Coquimbo,0.23529411764705882,1,1,Ocupada(o),NA,2,1,4,3,3,1,NA,1,1,1,1,2,3,NA,NA,NA,NA,NA,3,4,3,100,100,0,0,0,0,0,100,425,106.25,0,10,18.3,0,0.1,19.53,11.41,5.85,0,1.21,0,3.18,0,0,3.76,7.79,41.28000000000001,0,10.36,1.11,8.38,8.08,0,12.08,0,5.58,22.09,13.23,22.13,0.1,0,0,167.99999999999997,10,-11.340279605333619,16.74,2.89,21.95,8.41,5.23,17.67,11.29,9.06,5.36,12.74,111.34027960533362
05198-1,05198-1-01,1,0,5,7,1,0,1,1,1,2,3,3,1,2,1,0,4,37.75,1,0,0,0,0,0,1,46,45-65,2,universitaria,0,1,44,8,5,4,sur,14,Los Lagos,0.6428571428571428,0,3,Ocupada(o),1,3,1,5,4,4,2,NA,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,2,1,225,225,0,300,400,100,192.85714285714286,417.86,650,135.71428571428572,1200000,44,0.51,0.13,0,4.98,2.49,1.35,0,2.69,0.34,0.45,0,0,5.46,13.06,51.639999999999986,0,8.55,1.17,0.02,13.85,0.01,14.6,1.94,0.76,0,1.31,1.31,0,0,0,167.99999999999997,5.113636363636363,66.03723250920063,51.31,8.13,82.88,32.44,27.39,48.83,41.5,23.38,16.95,19,351.8227674907994
05198-1,05198-1-04,0,0,5,7,3,0,1,1,1,2,3,3,1,2,1,0,4,37.75,0,0,0,0,0,0,1,14,12-24,2,primaria,1,0,0,0,0,4,sur,14,Los Lagos,0,0,NA,Menor de 15 años,NA,NA,NA,4,3,85,NA,3,2,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,650,87.5,0,0,0,0,0,0.29,1.6,1.3,0,0,0,0.33,0,0,3.4,3.42,49.470000000000006,37.89,28.72,8.16,0.5,1.98,0,27.45,3.49,0,0,0,0,0,0,0,168,NA,0,0,0,0,0,0,0,0,0,0,0,0
05199-1,05199-1-01,0,0,5,6,1,0,0,0,0,1,2,2,0,0,2,0,2,74.5,0,1,1,0,0,0,1,64,45-65,2,secundaria,0,0,0,0,0,1,centro,10,Ñuble,0,0,NA,Inactiva(o),NA,NA,NA,5,5,NA,NA,NA,2,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.68,15.86,9.48,0.88,0.01,0,1.18,7.97,0,0,5.37,13.7,68.95,0,9.19,0.1,0.08,10.64,16.3,6.4,0,1.18,0,0.03,0.03,0.01,0.68,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05199-1,05199-1-02,0,0,5,6,2,0,0,0,0,1,2,2,0,0,2,0,2,74.5,0,1,1,0,0,0,0,85,66+,2,ninguna,0,0,0,0,0,1,centro,10,Ñuble,0,0,NA,Inactiva(o),NA,NA,NA,5,5,NA,NA,NA,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,7.55,0.1,0,0,0.05,0.49,0,0,24.11,19.89,71.85999999999999,0,16.1,0,0.39,25.21,1.1,0,0.02,0.01,0,0,0,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05203-1,05203-1-01,1,0,1,6,1,0,0,0,0,1,1,1,1,1,0,0,1,55,0,0,0,0,0,0,1,55,45-65,2,universitaria,0,1,72,12,6,3,centro,10,Ñuble,1,0,4,Ocupada(o),1,4,1,4,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,375,0,0,375,375,0,375,375,375,0,72,0,0,0,13.66,3.16,0.32,0.03,0.35,0.69,13.43,0,0,5.31,6.71,35.03000000000001,0,0.24,0,3,11.94,0,0.26,1.28,0.59,0,0,0,0,0,0,168,5.208333333333333,78.2650002266194,63.54,9.07,62.93,23.64,29.25,37.7,30.15,22.31,2.54,15.61,296.7349997733806
05206-1,05206-1-01,0,0,3,6,1,0,0,0,0,3,3,1,1,0,0,0,3,43,0,0,0,0,0,0,0,26,25-44,2,secundaria,0,0,0,0,0,2,sur,12,La Araucanía,0,0,NA,Inactiva(o),NA,NA,NA,4,4,4,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,250,83.33333333333333,0,0,250,83.33333333333333,0,0,0,0,0,3.3,3.66,0.31,10.91,0,0.34,0.2,0,0,4.35,14.32,56.400000000000006,0,17.01,0,3.38,7.26,27.6,18.88,0,0.08,0,0,0,0,0,0,167.99999999999997,NA,0,0,0,0,0,0,0,0,0,0,0,0
05207-1,05207-1-01,1,1,1,7,1,1,0,1,1,2,2,2,1,0,0,0,3,25.666666666666668,1,1,1,0,0,0,0,39,25-44,2,primaria,0,1,48,8,6,1,centro,8,Libertador General Bernardo O´Higgins,1,0,4,Ocupada(o),2,3,3,2,4,4,1,NA,2,1,1,2,3,3,NA,NA,NA,NA,NA,1,1,2,120,120,0,0,120,40,0,120,120,40,0,48,6.63,0,0,1.66,0.97,1.3,7.69,0,2.2,0,7.6,3.8,9.31,11.31,26.38999999999999,0,15.32,0,0,1.19,0,6.31,16.74,1.58,6.63,0,6.63,0,0,0,168.00000000000003,2.5,-38.73025142176829,49.05,6.15,39.58,8.16,8.72,18.35,14.27,7.22,2.06,5.16,158.7302514217683
05208-1,05208-1-01,0,0,4,6,1,0,0,0,0,2,2,2,1,2,0,0,2,41,1,0,0,0,0,0,1,56,45-65,3,universitaria,0,0,0,0,0,2,norte,2,Tarapacá,0,0,NA,Inactiva(o),NA,NA,NA,3,4,NA,NA,NA,3,85,2,2,1,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,250,125,0,0,250,125,0,0,1.22,0,0,23.61,1.37,0.27,0,0.63,0.1,4.46,0.08,0.02,5.4,14.06,59.72,0,2.34,9.71,5.37,23.04,14.98,1.6,0,0.02,0,1.22,1.22,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05208-1,05208-1-02,1,0,4,6,3,0,0,0,0,2,2,2,1,2,0,0,2,41,0,0,0,0,0,0,0,26,25-44,3,universitaria,0,1,40,8,5,2,norte,2,Tarapacá,1,0,2,Ocupada(o),1,3,1,4,4,NA,85,NA,2,85,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,250,250,0,0,0,0,0,250,250,125,0,40,0,0,0,8.71,1.41,0.44,0.52,0.03,7.35,0.27,0,0.09,8.16,8.42,49.42999999999999,0.02,15.52,9.34,0.05,8.18,0.05,6.22,0.1,3.69,0,0,0,0,0,0,168.00000000000003,6.25,-15.892376480804163,53.67,5.61,62.35,17.41,14.7,30.69,32.84,16.27,6.23,26.12,265.89237648080416
05210-1,05210-1-01,1,0,2,7,1,0,0,0,0,2,2,2,1,1,0,0,2,30,0,1,1,0,0,0,0,31,25-44,3,secundaria,0,1,45,9,5,1,metropolitana,7,Región Metropolitana de Santiago,1,0,3,Ocupada(o),1,3,3,4,5,NA,2,NA,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,115,115,0,0,115,57.5,0,115,115,57.5,0,45,0,0,0,5.39,1.64,0,6.41,0.53,0.23,0,0,0,6.03,5.6,45.24999999999999,0,15.07,8.54,0,16.91,0,7.77,2.27,1.36,0,0,0,0,0,0,168,2.5555555555555554,-80.6460928796556,49.18,5.85,57.19,9.27,10.04,18.37,17.77,10.63,4.61,12.72,195.6460928796556
05210-1,05210-1-02,0,0,2,7,2,0,0,0,0,2,2,2,1,1,0,0,2,30,0,1,1,0,0,0,1,29,25-44,3,técnica,0,0,0,0,0,1,metropolitana,7,Región Metropolitana de Santiago,0,0,NA,Inactiva(o),NA,NA,NA,4,5,NA,NA,NA,2,85,2,3,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,115,57.5,0,0,0,0,0,11.78,11.77,0.06,0,0.29,0.41,1.14,0,0.03,12.76,14.61,63.47999999999999,0,20.16,0,6.23,16.54,0,7.66,0,1.08,0,0,0,0,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05211-1,05211-1-01,0,0,4,7,1,0,0,0,0,1,1,1,0,1,1,0,1,63,0,0,0,0,0,0,1,63,45-65,3,técnica,0,0,0,0,0,1,centro,9,Maule,1,0,NA,Desocupada(o),NA,NA,NA,4,NA,NA,NA,NA,3,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,39.5,79,39.5,39.5,79,118.5,118.5,118.5,474000,0,0,0,0,10.8,9.85,0,0,0.66,1.78,1.7,0,0,9.47,14.73,69.71000000000001,0,27.27,0,9.13,4.59,0,2.27,0,6.04,0,0,0,0,0,0,168,NA,9.60160991343007,32.79,2.75,27.29,7.61,10.12,9.11,10.85,4.43,0.49,3.47,108.89839008656993
05212-1,05212-1-01,0,0,5,7,1,1,1,2,2,3,4,1,2,1,1,0,6,31.333333333333332,1,1,1,0,0,0,0,67,66+,2,técnica,0,0,0,0,0,4,centro,6,Valparaíso,1,0,NA,Inactiva(o),NA,NA,NA,4,2,3,NA,NA,2,2,2,2,1,2,1,1,1,1,1,NA,NA,NA,0,0,190,430,240,40,430,620,620,103.33333333333333,2480000,0,0.15,0.05,0,2.68,0.31,0.06,0.02,0.04,0.1,0.24,0,0,4.59,15.38,99.85,0,11.07,18.41,0.07,2.03,2.74,10.15,0,0.06,0.11,0.09,0.2,0,0,0,168,NA,90.15128856913331,164.28,14.87,76.31,35.94,43.47,83.4,47.13,28.92,13.33,22.2,529.8487114308667
05214-1,05214-1-01,1,1,1,7,1,0,0,0,0,3,4,3,2,3,1,0,4,56.25,1,1,1,0,0,0,0,53,45-65,3,técnica,0,1,44,8,5,5,centro,10,Ñuble,0.5660377358490566,1,3,Ocupada(o),1,3,3,4,4,4,2,NA,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,375,375,0,200,662.5,165.625,113.2075471698113,488.21,862.5,193.92688679245282,800000,44,0,0,0.19,0.64,0.71,0.11,1.86,0.16,0.08,4.13,0,0,16.03,8,48.789999999999985,0,25.71,0.32,0.3,13.39,0.94,1.13,1.12,0.39,0,0,0,0,0.19,0.19,168.00000000000003,8.522727272727273,73.73589744274831,77.5,6.99,51.36,41.56,47.66,62.48,41.09,32.85,16.38,36.58,414.4741025572517
05214-1,05214-1-03,0,0,1,7,6,0,0,0,0,3,4,3,2,3,1,0,4,56.25,0,0,0,0,0,0,1,94,66+,3,secundaria,0,0,0,0,0,5,centro,10,Ñuble,0.1509433962264151,0,NA,Inactiva(o),NA,NA,NA,5,3,4,NA,NA,3,2,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,0,30.188679245283016,130.19,862.5,173.17216981132074,400000,0,0,0,0,24,15.21,0.75,0,0.1,0,2.86,0,0,30.34,11.29,48.39000000000001,0,1.25,0,8.29,25.52,0,0,0,0,0,0,0,0,0,0,168,NA,19.66290598473288,20.67,1.86,13.7,11.08,12.71,16.66,10.96,8.76,4.37,9.76,110.52709401526712
05215-1,05215-1-02,0,0,3,6,2,0,0,0,0,2,4,2,1,3,2,0,4,59.75,1,1,1,1,0,1,1,68,66+,2,técnica,0,0,16,4,4,5,centro,10,Ñuble,0.39175257731958757,0,1,Ocupada(o),1,1,3,4,5,5,2,NA,2,1,2,2,2,3,2,1,3,3,3,NA,NA,NA,125,125,112.5,0,0,0,228.19587628865978,465.7,1188.75,208.61146907216494,450000,16,0,0,0.13,1.41,0.17,0.95,0.02,0.03,0,2.37,0,0,4.82,20.16,53.23000000000001,0,59.46,1.63,2.6,3.18,0.02,1.82,0,0,0,0,0,0.13,0,0,168,7.8125,127.9093633906957,63.88,5.5,44.87,39.69,45.48,42.31,32.9,23.91,12.26,26.99,337.7906366093043
05216-1,05216-1-02,0,0,2,6,2,0,0,0,0,4,4,2,0,2,0,0,4,37.25,1,1,1,0,0,0,1,49,45-65,3,técnica,0,0,0,0,0,1,centro,9,Maule,0,0,NA,Desocupada(o),NA,NA,NA,5,3,85,NA,NA,2,85,2,2,2,85,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,4.13,18.82,9.21,14.28,0,0.09,0,0.53,3.1,0.07,3.75,10.81,57.38,0,11.1,0,6.99,10.37,0,13.24,0,0,0,0,0,8.27,0,0,168,NA,-0,0,0,0,0,0,0,0,0,0,0,0
05217-1,05217-1-01,1,0,3,7,1,0,0,0,0,1,1,1,1,1,1,0,1,65,0,0,0,0,0,0,1,65,45-65,3,universitaria,0,1,44,8,5,2,metropolitana,7,Región Metropolitana de Santiago,1,0,3,Ocupada(o),1,4,1,4,NA,NA,1,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.5,187.5,0,0,187.5,187.5,0,187.5,187.5,187.5,0,44,0,0,0.04,19.93,6.78,3.05,0,1.63,0.35,0.38,3,0,3.46,9.18,40.06999999999999,0,7.96,3.36,1.56,5.77,0.16,2.64,13.12,1.56,0,0,0,0.04,0,0,168,4.261363636363637,-2.786407696094403,51.03,4.32,47.54,13.2,20.24,16.8,16.67,10.25,0.61,9.62,190.28640769609441
05218-1,05218-1-02,1,1,2,6,2,0,1,1,1,2,2,2,2,2,0,0,3,29.333333333333332,1,1,1,0,0,0,0,38,25-44,3,técnica,0,1,45,8,6,3,metropolitana,7,Región Metropolitana de Santiago,0.4666666666666667,0,3,Ocupada(o),1,3,6,4,5,5,2,NA,2,1,2,1,2,2,NA,NA,NA,NA,NA,2,3,1,175,175,0,0,0,0,0,175,375,125,0,45,7.56,0,1.13,5.23,0.83,0.48,7.75,0.04,1.45,2.36,0,0,3.01,9.63,47.71999999999999,0,0.97,2.91,3.87,3.64,0,5.69,12.07,6.66,0,8.12,8.12,6.91,0,0,168,3.888888888888889,-20.306844771570045,32.59,4.92,45.26,13.68,10.47,23.48,20.12,15.45,7.86,21.48,195.30684477157004
05219-1,05219-1-01,0,0,3,6,1,0,0,0,0,0,1,1,0,0,1,0,1,77,0,0,0,0,0,0,1,77,66+,2,primaria,0,0,0,0,0,1,norte,3,Antofagasta,1,0,NA,Inactiva(o),NA,NA,NA,2,NA,NA,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,51.5,103,51.5,51.5,103,154.5,154.5,154.5,618000,0,0,0,0,21.63,16.72,0,0,0,0,4.18,0,0,18.89,20.4,55.920000000000016,0,10,2.08,0,17.97,0.21,0,0,0,0,0,0,0,0,0,168,NA,76.6877361610555,31.24,1.5,17.86,4.63,6.9,4.67,6.32,2.32,0.1,2.25,77.8122638389445
